date,grimpeur_id,bloc_id,resultat,essais
2026-05-05,g034,b0142,reussite,1
2026-05-05,g034,b0157,echec,17
2026-05-05,g043,b0143,reussite,1
2026-05-05,g043,b0161,reussite,1
2026-05-05,g043,b0134,reussite,12
2026-05-05,g043,b0145,echec,12
2026-05-05,g043,b0132,reussite,1
2026-05-05,g043,b0154,echec,17
2026-05-05,g043,b0160,reussite,1
2026-05-05,g043,b0084,echec,13
2026-05-05,g045,b0128,echec,10
2026-05-05,g045,b0094,echec,12
2026-05-05,g045,b0155,echec,2
2026-05-05,g045,b0134,reussite,3
2026-05-05,g045,b0168,reussite,15
2026-05-05,g045,b0105,reussite,2
2026-05-05,g045,b0084,echec,7
2026-05-05,g045,b0157,echec,17
2026-05-05,g045,b0113,reussite,3
2026-05-05,g046,b0184,reussite,1
2026-05-05,g046,b0170,reussite,1
2026-05-05,g046,b0125,echec,8
2026-05-05,g046,b0116,echec,10
2026-05-05,g046,b0157,echec,13
2026-05-05,g046,b0160,reussite,1
2026-05-05,g046,b0163,reussite,1
2026-05-05,g046,b0168,echec,16
2026-05-05,g046,b0190,reussite,1
2026-05-05,g046,b0147,echec,9
2026-05-05,g046,b0106,echec,16
2026-05-05,g047,b0062,reussite,1
2026-05-05,g047,b0087,echec,17
2026-05-05,g047,b0084,echec,6
2026-05-05,g047,b0161,reussite,1
2026-05-05,g047,b0154,echec,11
2026-05-05,g047,b0178,echec,7
2026-05-05,g047,b0146,echec,17
2026-05-05,g047,b0196,echec,6
2026-05-05,g047,b0106,echec,10
2026-05-05,g048,b0132,reussite,1
2026-05-05,g048,b0062,reussite,1
2026-05-05,g048,b0065,echec,10
2026-05-05,g048,b0143,reussite,1
2026-05-05,g048,b0151,reussite,1
2026-05-05,g048,b0114,echec,12
2026-05-05,g048,b0200,reussite,1
2026-05-05,g048,b0094,echec,17
2026-05-05,g049,b0062,reussite,1
2026-05-05,g049,b0161,reussite,1
2026-05-05,g049,b0166,echec,6
2026-05-05,g049,b0183,reussite,3
2026-05-05,g049,b0124,echec,12
2026-05-05,g049,b0155,echec,17
2026-05-05,g049,b0172,reussite,4
2026-05-05,g049,b0145,echec,7
2026-05-06,g002,b0105,reussite,1
2026-05-06,g002,b0165,echec,13
2026-05-06,g002,b0062,reussite,2
2026-05-06,g002,b0181,reussite,1
2026-05-06,g002,b0157,echec,14
2026-05-06,g002,b0168,echec,6
2026-05-06,g002,b0104,reussite,13
2026-05-06,g002,b0133,echec,13
2026-05-06,g002,b0106,echec,9
2026-05-06,g002,b0114,echec,7
2026-05-06,g004,b0185,reussite,1
2026-05-06,g004,b0155,reussite,1
2026-05-06,g004,b0065,echec,15
2026-05-06,g004,b0165,echec,9
2026-05-06,g004,b0134,reussite,12
2026-05-06,g004,b0145,reussite,4
2026-05-06,g004,b0157,echec,12
2026-05-06,g004,b0144,echec,10
2026-05-06,g004,b0114,echec,11
2026-05-06,g004,b0128,echec,6
2026-05-06,g004,b0087,echec,11
2026-05-06,g006,b0194,echec,16
2026-05-06,g006,b0106,echec,7
2026-05-06,g006,b0146,echec,17
2026-05-06,g006,b0153,echec,5
2026-05-06,g006,b0124,reussite,8
2026-05-06,g006,b0174,echec,15
2026-05-06,g006,b0166,echec,12
2026-05-06,g007,b0143,reussite,1
2026-05-06,g007,b0183,reussite,1
2026-05-06,g007,b0065,echec,11
2026-05-06,g007,b0125,echec,8
2026-05-06,g007,b0157,echec,9
2026-05-06,g007,b0196,echec,13
2026-05-06,g007,b0168,echec,11
2026-05-06,g007,b0114,echec,13
2026-05-06,g008,b0094,echec,6
2026-05-06,g008,b0126,echec,13
2026-05-06,g008,b0133,reussite,9
2026-05-06,g008,b0062,reussite,1
2026-05-06,g008,b0128,echec,8
2026-05-06,g008,b0123,reussite,1
2026-05-06,g008,b0107,echec,13
2026-05-06,g010,b0164,reussite,1
2026-05-06,g010,b0185,reussite,1
2026-05-06,g010,b0145,reussite,5
2026-05-06,g010,b0106,echec,15
2026-05-06,g010,b0115,reussite,1
2026-05-06,g010,b0065,echec,8
2026-05-06,g010,b0136,echec,2
2026-05-06,g010,b0094,echec,5
2026-05-06,g010,b0108,echec,9
2026-05-06,g010,b0146,echec,11
2026-05-06,g010,b0126,echec,15
2026-05-06,g010,b0122,reussite,1
2026-05-06,g010,b0161,reussite,1
2026-05-06,g010,b0167,echec,9
2026-05-06,g010,b0173,reussite,1
2026-05-06,g011,b0132,reussite,1
2026-05-06,g011,b0166,echec,7
2026-05-06,g011,b0153,echec,6
2026-05-06,g011,b0117,echec,16
2026-05-06,g011,b0145,echec,8
2026-05-06,g011,b0106,echec,17
2026-05-06,g011,b0104,echec,12
2026-05-06,g011,b0197,echec,13
2026-05-06,g011,b0115,reussite,2
2026-05-06,g011,b0162,echec,11
2026-05-06,g011,b0105,reussite,1
2026-05-06,g011,b0166,reussite,1
2026-05-06,g011,b0134,echec,12
2026-05-06,g011,b0155,reussite,9
2026-05-06,g014,b0122,reussite,1
2026-05-06,g014,b0127,echec,14
2026-05-06,g014,b0094,echec,7
2026-05-06,g014,b0065,reussite,6
2026-05-06,g014,b0157,reussite,17
2026-05-06,g014,b0154,echec,6
2026-05-06,g014,b0116,echec,7
2026-05-06,g014,b0167,echec,14
2026-05-06,g015,b0106,reussite,1
2026-05-06,g015,b0136,reussite,1
2026-05-06,g015,b0125,echec,5
2026-05-06,g015,b0135,echec,9
2026-05-06,g015,b0104,echec,8
2026-05-06,g015,b0145,reussite,9
2026-05-06,g015,b0065,echec,8
2026-05-06,g015,b0162,reussite,2
2026-05-06,g015,b0094,echec,7
2026-05-06,g015,b0116,echec,16
2026-05-06,g015,b0155,reussite,2
2026-05-06,g026,b0104,reussite,1
2026-05-06,g026,b0186,echec,10
2026-05-06,g026,b0108,echec,9
2026-05-06,g026,b0094,echec,6
2026-05-06,g026,b0114,reussite,9
2026-05-06,g026,b0156,echec,15
2026-05-06,g026,b0065,echec,4
2026-05-06,g026,b0133,reussite,5
2026-05-06,g026,b0085,echec,9
2026-05-06,g026,b0087,echec,15
2026-05-06,g035,b0142,reussite,1
2026-05-06,g035,b0173,echec,2
2026-05-06,g035,b0121,echec,7
2026-05-06,g035,b0122,reussite,4
2026-05-06,g035,b0153,echec,15
2026-05-06,g035,b0143,reussite,4
2026-05-06,g035,b0160,reussite,1
2026-05-06,g035,b0193,echec,2
2026-05-06,g035,b0103,echec,9
2026-05-06,g041,b0065,echec,16
2026-05-06,g041,b0071,reussite,1
2026-05-06,g041,b0170,reussite,1
2026-05-06,g041,b0080,reussite,1
2026-05-06,g041,b0094,echec,13
2026-05-06,g041,b0087,echec,11
2026-05-06,g041,b0169,reussite,1
2026-05-07,g001,b0172,reussite,1
2026-05-07,g001,b0126,echec,12
2026-05-07,g001,b0111,reussite,1
2026-05-07,g001,b0147,echec,14
2026-05-07,g001,b0132,reussite,1
2026-05-07,g001,b0139,reussite,1
2026-05-07,g001,b0152,reussite,1
2026-05-07,g001,b0171,reussite,1
2026-05-07,g001,b0112,reussite,1
2026-05-07,g005,b0156,echec,9
2026-05-07,g005,b0117,echec,6
2026-05-07,g005,b0065,reussite,2
2026-05-07,g005,b0146,echec,12
2026-05-07,g005,b0129,echec,12
2026-05-07,g005,b0085,echec,9
2026-05-07,g005,b0155,reussite,1
2026-05-07,g005,b0105,reussite,1
2026-05-07,g006,b0183,reussite,1
2026-05-07,g006,b0155,reussite,1
2026-05-07,g006,b0115,echec,1
2026-05-07,g006,b0114,echec,7
2026-05-07,g006,b0134,echec,15
2026-05-07,g006,b0065,echec,10
2026-05-07,g006,b0116,echec,16
2026-05-07,g006,b0143,reussite,1
2026-05-07,g008,b0155,reussite,1
2026-05-07,g008,b0087,reussite,1
2026-05-07,g008,b0109,echec,10
2026-05-07,g008,b0173,reussite,1
2026-05-07,g008,b0094,echec,4
2026-05-07,g008,b0135,echec,9
2026-05-07,g008,b0129,echec,13
2026-05-07,g008,b0085,echec,9
2026-05-07,g010,b0065,echec,10
2026-05-07,g010,b0136,echec,3
2026-05-07,g010,b0145,echec,4
2026-05-07,g010,b0157,echec,8
2026-05-07,g010,b0164,reussite,1
2026-05-07,g010,b0116,echec,9
2026-05-07,g011,b0164,reussite,1
2026-05-07,g011,b0115,reussite,1
2026-05-07,g011,b0155,echec,12
2026-05-07,g011,b0113,reussite,5
2026-05-07,g011,b0065,echec,12
2026-05-07,g013,b0125,reussite,1
2026-05-07,g013,b0136,reussite,1
2026-05-07,g013,b0127,echec,9
2026-05-07,g013,b0114,reussite,1
2026-05-07,g013,b0094,reussite,1
2026-05-07,g013,b0085,echec,7
2026-05-07,g027,b0129,echec,6
2026-05-07,g027,b0154,echec,10
2026-05-07,g027,b0108,echec,9
2026-05-07,g027,b0114,echec,13
2026-05-07,g027,b0128,echec,7
2026-05-07,g027,b0135,echec,13
2026-05-07,g027,b0107,echec,7
2026-05-07,g027,b0104,echec,7
2026-05-07,g028,b0124,echec,14
2026-05-07,g028,b0155,echec,7
2026-05-07,g028,b0138,echec,14
2026-05-07,g028,b0103,reussite,2
2026-05-07,g028,b0193,reussite,1
2026-05-07,g028,b0143,reussite,1
2026-05-07,g028,b0166,reussite,5
2026-05-07,g030,b0172,reussite,1
2026-05-07,g030,b0128,echec,7
2026-05-07,g030,b0124,echec,17
2026-05-07,g030,b0197,echec,18
2026-05-07,g030,b0192,reussite,1
2026-05-07,g030,b0145,echec,12
2026-05-07,g030,b0125,echec,13
2026-05-07,g030,b0114,echec,8
2026-05-07,g030,b0087,echec,12
2026-05-07,g030,b0065,echec,13
2026-05-07,g032,b0173,reussite,1
2026-05-07,g032,b0175,echec,9
2026-05-07,g032,b0134,echec,8
2026-05-07,g032,b0124,reussite,8
2026-05-07,g032,b0145,echec,14
2026-05-07,g032,b0151,reussite,1
2026-05-07,g032,b0065,echec,8
2026-05-07,g032,b0155,echec,12
2026-05-07,g032,b0144,echec,15
2026-05-07,g032,b0104,echec,14
2026-05-07,g032,b0133,echec,10
2026-05-07,g042,b0168,reussite,1
2026-05-07,g042,b0167,echec,15
2026-05-07,g042,b0154,echec,9
2026-05-07,g042,b0128,echec,17
2026-05-07,g042,b0144,reussite,7
2026-05-07,g042,b0166,reussite,1
2026-05-07,g042,b0176,echec,11
2026-05-07,g042,b0184,reussite,1
2026-05-07,g042,b0085,echec,12
2026-05-07,g042,b0146,echec,16
2026-05-07,g042,b0108,echec,9
2026-05-07,g042,b0115,reussite,1
2026-05-07,g042,b0172,reussite,1
2026-05-07,g042,b0183,reussite,1
2026-05-07,g042,b0156,echec,9
2026-05-07,g042,b0129,echec,16
2026-05-07,g042,b0114,echec,3
2026-05-07,g042,b0087,echec,14
2026-05-07,g044,b0153,reussite,1
2026-05-07,g044,b0113,reussite,9
2026-05-07,g044,b0142,reussite,1
2026-05-07,g044,b0115,echec,2
2026-05-07,g044,b0155,echec,6
2026-05-07,g044,b0145,echec,17
2026-05-07,g044,b0123,reussite,3
2026-05-07,g047,b0197,reussite,1
2026-05-07,g047,b0145,reussite,1
2026-05-07,g047,b0116,echec,10
2026-05-07,g047,b0133,echec,14
2026-05-07,g047,b0168,echec,12
2026-05-07,g047,b0115,reussite,2
2026-05-07,g047,b0094,reussite,8
2026-05-07,g047,b0142,reussite,1
2026-05-07,g047,b0108,echec,14
2026-05-07,g047,b0106,echec,6
2026-05-07,g047,b0126,echec,10
2026-05-07,g054,b0153,reussite,1
2026-05-07,g054,b0183,reussite,1
2026-05-07,g054,b0103,reussite,1
2026-05-07,g054,b0122,reussite,1
2026-05-07,g054,b0094,echec,10
2026-05-07,g054,b0128,echec,15
2026-05-07,g054,b0196,echec,13
2026-05-07,g054,b0157,echec,18
2026-05-07,g054,b0121,reussite,1
2026-05-07,g054,b0161,reussite,1
2026-05-08,g009,b0142,reussite,1
2026-05-08,g009,b0065,reussite,5
2026-05-08,g009,b0094,reussite,8
2026-05-08,g009,b0135,echec,14
2026-05-08,g009,b0115,reussite,1
2026-05-08,g009,b0143,reussite,1
2026-05-08,g009,b0121,reussite,1
2026-05-08,g009,b0085,echec,13
2026-05-08,g009,b0129,echec,16
2026-05-08,g009,b0107,echec,7
2026-05-08,g010,b0115,reussite,1
2026-05-08,g010,b0144,reussite,1
2026-05-08,g010,b0133,echec,9
2026-05-08,g010,b0104,echec,8
2026-05-08,g010,b0106,echec,7
2026-05-08,g010,b0168,echec,11
2026-05-08,g010,b0116,echec,9
2026-05-08,g010,b0103,reussite,1
2026-05-08,g010,b0085,echec,11
2026-05-08,g010,b0126,echec,14
2026-05-08,g010,b0183,reussite,1
2026-05-08,g015,b0108,echec,6
2026-05-08,g015,b0094,echec,3
2026-05-08,g015,b0087,echec,6
2026-05-08,g015,b0154,echec,14
2026-05-08,g015,b0105,reussite,1
2026-05-08,g015,b0177,echec,8
2026-05-08,g015,b0195,echec,8
2026-05-08,g015,b0135,echec,6
2026-05-08,g015,b0107,echec,9
2026-05-08,g015,b0115,reussite,1
2026-05-08,g016,b0144,echec,11
2026-05-08,g016,b0192,reussite,1
2026-05-08,g016,b0178,echec,14
2026-05-08,g016,b0114,reussite,6
2026-05-08,g016,b0151,reussite,1
2026-05-08,g016,b0182,reussite,1
2026-05-08,g016,b0160,reussite,1
2026-05-08,g017,b0184,reussite,1
2026-05-08,g017,b0132,reussite,1
2026-05-08,g017,b0163,reussite,1
2026-05-08,g017,b0160,reussite,1
2026-05-08,g017,b0152,reussite,1
2026-05-08,g017,b0157,echec,18
2026-05-08,g017,b0167,echec,18
2026-05-08,g017,b0196,echec,9
2026-05-08,g017,b0176,echec,12
2026-05-08,g017,b0085,echec,14
2026-05-08,g017,b0186,echec,11
2026-05-08,g017,b0148,echec,10
2026-05-08,g017,b0138,echec,11
2026-05-08,g017,b0198,echec,18
2026-05-08,g017,b0118,echec,8
2026-05-08,g017,b0156,echec,13
2026-05-08,g017,b0127,echec,12
2026-05-08,g017,b0187,echec,14
2026-05-08,g023,b0132,reussite,1
2026-05-08,g023,b0103,echec,1
2026-05-08,g023,b0094,echec,7
2026-05-08,g023,b0065,echec,10
2026-05-08,g023,b0196,echec,11
2026-05-08,g023,b0194,reussite,11
2026-05-08,g023,b0122,reussite,1
2026-05-08,g023,b0128,echec,11
2026-05-08,g023,b0126,echec,11
2026-05-08,g026,b0115,reussite,1
2026-05-08,g026,b0108,echec,10
2026-05-08,g026,b0121,reussite,1
2026-05-08,g026,b0147,echec,15
2026-05-08,g026,b0177,echec,10
2026-05-08,g026,b0126,echec,6
2026-05-08,g026,b0110,echec,13
2026-05-08,g027,b0153,echec,14
2026-05-08,g027,b0142,echec,10
2026-05-08,g027,b0123,reussite,14
2026-05-08,g027,b0115,echec,16
2026-05-08,g027,b0130,reussite,1
2026-05-08,g027,b0164,echec,12
2026-05-08,g027,b0182,reussite,3
2026-05-08,g027,b0122,reussite,6
2026-05-08,g027,b0122,reussite,1
2026-05-08,g027,b0197,echec,7
2026-05-08,g027,b0113,echec,16
2026-05-08,g027,b0071,reussite,2
2026-05-08,g027,b0134,echec,17
2026-05-08,g027,b0133,echec,7
2026-05-08,g027,b0124,echec,13
2026-05-08,g027,b0136,echec,12
2026-05-08,g027,b0125,echec,18
2026-05-08,g027,b0131,reussite,1
2026-05-08,g027,b0065,echec,17
2026-05-08,g042,b0153,reussite,1
2026-05-08,g042,b0155,reussite,2
2026-05-08,g042,b0178,echec,6
2026-05-08,g042,b0154,reussite,6
2026-05-08,g042,b0117,echec,14
2026-05-08,g042,b0126,echec,12
2026-05-08,g042,b0106,echec,12
2026-05-08,g044,b0185,reussite,1
2026-05-08,g044,b0122,reussite,1
2026-05-08,g044,b0152,reussite,1
2026-05-08,g044,b0133,echec,8
2026-05-08,g044,b0121,reussite,1
2026-05-08,g044,b0143,reussite,2
2026-05-08,g044,b0114,echec,16
2026-05-08,g044,b0144,echec,11
2026-05-08,g044,b0147,echec,14
2026-05-08,g044,b0134,echec,7
2026-05-08,g044,b0200,reussite,1
2026-05-08,g044,b0192,reussite,1
2026-05-08,g044,b0192,reussite,1
2026-05-08,g044,b0106,echec,12
2026-05-08,g044,b0126,echec,17
2026-05-08,g044,b0108,echec,10
2026-05-08,g044,b0094,reussite,10
2026-05-08,g044,b0087,echec,8
2026-05-08,g044,b0104,reussite,14
2026-05-08,g044,b0196,echec,17
2026-05-08,g045,b0124,reussite,1
2026-05-08,g045,b0125,reussite,1
2026-05-08,g045,b0153,reussite,2
2026-05-08,g045,b0065,echec,7
2026-05-08,g045,b0194,reussite,4
2026-05-08,g045,b0162,reussite,3
2026-05-08,g045,b0134,echec,4
2026-05-08,g045,b0197,reussite,6
2026-05-08,g045,b0145,reussite,5
2026-05-08,g045,b0168,echec,9
2026-05-08,g045,b0185,reussite,3
2026-05-08,g054,b0181,reussite,1
2026-05-08,g054,b0197,echec,17
2026-05-08,g054,b0065,reussite,15
2026-05-08,g054,b0125,echec,15
2026-05-08,g054,b0104,echec,10
2026-05-08,g054,b0115,reussite,2
2026-05-08,g054,b0116,echec,10
2026-05-08,g054,b0183,reussite,1
2026-05-09,g001,b0136,echec,17
2026-05-09,g001,b0123,reussite,3
2026-05-09,g001,b0113,echec,11
2026-05-09,g001,b0106,echec,9
2026-05-09,g001,b0133,echec,12
2026-05-09,g001,b0172,reussite,1
2026-05-09,g001,b0065,echec,14
2026-05-09,g001,b0181,reussite,1
2026-05-09,g001,b0134,echec,18
2026-05-09,g006,b0184,reussite,1
2026-05-09,g006,b0145,echec,7
2026-05-09,g006,b0094,echec,15
2026-05-09,g006,b0168,echec,15
2026-05-09,g006,b0128,echec,10
2026-05-09,g006,b0157,echec,17
2026-05-09,g006,b0146,echec,15
2026-05-09,g006,b0175,reussite,7
2026-05-09,g006,b0104,echec,17
2026-05-09,g006,b0154,echec,12
2026-05-09,g006,b0129,echec,18
2026-05-09,g008,b0175,reussite,1
2026-05-09,g008,b0153,reussite,1
2026-05-09,g008,b0166,reussite,1
2026-05-09,g008,b0164,reussite,2
2026-05-09,g008,b0168,echec,12
2026-05-09,g008,b0147,echec,12
2026-05-09,g008,b0144,echec,6
2026-05-09,g008,b0153,reussite,1
2026-05-09,g008,b0145,reussite,1
2026-05-09,g008,b0194,echec,2
2026-05-09,g008,b0154,echec,17
2026-05-09,g008,b0157,echec,13
2026-05-09,g008,b0114,reussite,7
2026-05-09,g008,b0165,echec,12
2026-05-09,g008,b0108,echec,16
2026-05-09,g008,b0065,reussite,11
2026-05-09,g008,b0116,reussite,16
2026-05-09,g008,b0143,reussite,1
2026-05-09,g008,b0120,echec,17
2026-05-09,g008,b0129,echec,8
2026-05-09,g008,b0140,echec,16
2026-05-09,g008,b0152,reussite,1
2026-05-09,g008,b0138,echec,11
2026-05-09,g008,b0085,echec,11
2026-05-09,g008,b0112,reussite,1
2026-05-09,g008,b0150,echec,17
2026-05-09,g014,b0103,reussite,1
2026-05-09,g014,b0125,reussite,1
2026-05-09,g014,b0143,reussite,1
2026-05-09,g014,b0177,echec,17
2026-05-09,g014,b0182,reussite,1
2026-05-09,g014,b0126,echec,11
2026-05-09,g014,b0111,reussite,1
2026-05-09,g014,b0106,echec,9
2026-05-09,g014,b0085,echec,9
2026-05-09,g014,b0192,reussite,1
2026-05-09,g014,b0132,reussite,1
2026-05-09,g026,b0161,reussite,1
2026-05-09,g026,b0143,reussite,1
2026-05-09,g026,b0147,echec,10
2026-05-09,g026,b0137,echec,12
2026-05-09,g026,b0108,echec,14
2026-05-09,g026,b0106,echec,13
2026-05-09,g026,b0118,echec,18
2026-05-09,g026,b0181,reussite,1
2026-05-09,g026,b0146,echec,8
2026-05-09,g028,b0172,reussite,1
2026-05-09,g028,b0113,echec,8
2026-05-09,g028,b0136,echec,9
2026-05-09,g028,b0164,reussite,3
2026-05-09,g028,b0153,reussite,11
2026-05-09,g028,b0194,echec,11
2026-05-09,g030,b0142,reussite,1
2026-05-09,g030,b0115,echec,8
2026-05-09,g030,b0113,reussite,11
2026-05-09,g030,b0184,echec,4
2026-05-09,g030,b0123,reussite,6
2026-05-09,g030,b0122,reussite,1
2026-05-09,g030,b0183,reussite,3
2026-05-09,g030,b0164,reussite,10
2026-05-09,g030,b0155,echec,12
2026-05-09,g041,b0173,reussite,1
2026-05-09,g041,b0142,reussite,1
2026-05-09,g041,b0172,reussite,1
2026-05-09,g041,b0123,echec,6
2026-05-09,g041,b0181,echec,2
2026-05-09,g041,b0103,reussite,1
2026-05-09,g041,b0155,echec,12
2026-05-09,g041,b0183,reussite,1
2026-05-09,g044,b0142,reussite,1
2026-05-09,g044,b0124,reussite,1
2026-05-09,g044,b0177,echec,11
2026-05-09,g044,b0154,echec,16
2026-05-09,g044,b0133,echec,11
2026-05-09,g044,b0144,echec,16
2026-05-09,g044,b0182,reussite,1
2026-05-09,g044,b0132,reussite,1
2026-05-09,g044,b0134,reussite,9
2026-05-09,g044,b0193,reussite,1
2026-05-09,g049,b0161,reussite,1
2026-05-09,g049,b0103,reussite,1
2026-05-09,g049,b0175,echec,6
2026-05-09,g049,b0182,echec,1
2026-05-09,g049,b0165,echec,10
2026-05-09,g050,b0164,echec,4
2026-05-09,g050,b0172,reussite,1
2026-05-09,g050,b0194,echec,14
2026-05-09,g050,b0124,echec,8
2026-05-09,g050,b0145,echec,8
2026-05-09,g050,b0105,echec,9
2026-05-09,g052,b0166,reussite,1
2026-05-09,g052,b0174,reussite,1
2026-05-09,g052,b0094,echec,12
2026-05-09,g052,b0175,reussite,11
2026-05-09,g052,b0134,echec,14
2026-05-09,g052,b0133,echec,11
2026-05-09,g052,b0145,echec,10
2026-05-09,g052,b0117,echec,12
2026-05-09,g052,b0125,echec,15
2026-05-09,g055,b0121,reussite,1
2026-05-09,g055,b0161,reussite,1
2026-05-09,g055,b0135,echec,15
2026-05-09,g055,b0200,reussite,1
2026-05-09,g055,b0186,echec,13
2026-05-09,g055,b0107,echec,18
2026-05-09,g055,b0146,echec,7
2026-05-09,g055,b0085,echec,11
2026-05-09,g055,b0176,echec,15
2026-05-09,g055,b0129,echec,16
2026-05-09,g055,b0117,echec,16
2026-05-09,g055,b0151,reussite,1
2026-05-10,g001,b0144,echec,8
2026-05-10,g001,b0194,echec,9
2026-05-10,g001,b0162,echec,9
2026-05-10,g001,b0183,echec,2
2026-05-10,g001,b0174,echec,16
2026-05-10,g001,b0115,reussite,2
2026-05-10,g001,b0164,echec,2
2026-05-10,g001,b0185,echec,12
2026-05-10,g001,b0120,echec,13
2026-05-10,g001,b0150,echec,12
2026-05-10,g001,b0140,echec,11
2026-05-10,g001,b0149,echec,12
2026-05-10,g005,b0134,reussite,1
2026-05-10,g005,b0134,reussite,1
2026-05-10,g005,b0146,echec,8
2026-05-10,g005,b0116,reussite,7
2026-05-10,g005,b0126,reussite,10
2026-05-10,g005,b0167,reussite,3
2026-05-10,g005,b0145,reussite,1
2026-05-10,g005,b0133,reussite,1
2026-05-10,g005,b0176,reussite,11
2026-05-10,g005,b0177,reussite,6
2026-05-10,g005,b0147,echec,6
2026-05-10,g005,b0124,reussite,1
2026-05-10,g006,b0124,reussite,1
2026-05-10,g006,b0124,reussite,1
2026-05-10,g006,b0194,reussite,13
2026-05-10,g006,b0153,reussite,5
2026-05-10,g006,b0172,reussite,2
2026-05-10,g006,b0105,echec,10
2026-05-10,g006,b0174,echec,7
2026-05-10,g006,b0144,echec,14
2026-05-10,g006,b0184,reussite,1
2026-05-10,g006,b0166,echec,10
2026-05-10,g006,b0133,echec,9
2026-05-10,g006,b0113,echec,12
2026-05-10,g008,b0176,echec,8
2026-05-10,g008,b0147,echec,7
2026-05-10,g008,b0175,reussite,4
2026-05-10,g010,b0166,reussite,1
2026-05-10,g010,b0123,reussite,1
2026-05-10,g010,b0177,echec,13
2026-05-10,g010,b0129,echec,14
2026-05-10,g010,b0167,echec,11
2026-05-10,g010,b0148,echec,13
2026-05-10,g010,b0152,reussite,1
2026-05-10,g010,b0108,echec,7
2026-05-10,g010,b0154,reussite,13
2026-05-10,g010,b0195,echec,16
2026-05-10,g010,b0198,echec,7
2026-05-10,g010,b0195,echec,14
2026-05-10,g010,b0102,reussite,1
2026-05-10,g010,b0132,reussite,1
2026-05-10,g010,b0108,echec,11
2026-05-10,g010,b0178,echec,11
2026-05-10,g010,b0193,reussite,1
2026-05-10,g010,b0171,reussite,1
2026-05-10,g010,b0177,echec,10
2026-05-10,g014,b0126,echec,7
2026-05-10,g014,b0114,reussite,7
2026-05-10,g014,b0193,reussite,1
2026-05-10,g014,b0168,reussite,6
2026-05-10,g014,b0106,echec,17
2026-05-10,g014,b0157,echec,14
2026-05-10,g014,b0161,reussite,1
2026-05-10,g014,b0167,echec,17
2026-05-10,g014,b0108,reussite,17
2026-05-10,g014,b0116,echec,12
2026-05-10,g014,b0176,echec,11
2026-05-10,g014,b0135,echec,17
2026-05-10,g014,b0106,echec,10
2026-05-10,g014,b0173,reussite,1
2026-05-10,g014,b0198,echec,10
2026-05-10,g015,b0153,reussite,1
2026-05-10,g015,b0164,reussite,1
2026-05-10,g015,b0125,reussite,3
2026-05-10,g015,b0116,echec,11
2026-05-10,g015,b0126,echec,9
2026-05-10,g015,b0108,echec,10
2026-05-10,g015,b0167,echec,10
2026-05-10,g015,b0134,reussite,4
2026-05-10,g015,b0177,echec,10
2026-05-10,g015,b0136,reussite,1
2026-05-10,g015,b0123,reussite,1
2026-05-10,g015,b0128,echec,15
2026-05-10,g015,b0195,echec,18
2026-05-10,g015,b0154,echec,8
2026-05-10,g015,b0107,echec,14
2026-05-10,g015,b0176,echec,10
2026-05-10,g018,b0125,reussite,1
2026-05-10,g018,b0105,reussite,1
2026-05-10,g018,b0133,reussite,3
2026-05-10,g018,b0108,reussite,12
2026-05-10,g018,b0144,echec,4
2026-05-10,g018,b0167,echec,6
2026-05-10,g018,b0154,echec,17
2026-05-10,g018,b0128,echec,11
2026-05-10,g018,b0126,echec,11
2026-05-10,g018,b0136,reussite,3
2026-05-10,g018,b0174,reussite,1
2026-05-10,g018,b0148,echec,11
2026-05-10,g023,b0185,reussite,1
2026-05-10,g023,b0105,reussite,1
2026-05-10,g023,b0166,echec,9
2026-05-10,g023,b0153,echec,9
2026-05-10,g023,b0157,echec,7
2026-05-10,g023,b0162,reussite,6
2026-05-10,g023,b0114,echec,16
2026-05-10,g023,b0155,echec,12
2026-05-10,g023,b0123,echec,1
2026-05-10,g023,b0134,echec,11
2026-05-10,g023,b0194,echec,14
2026-05-10,g024,b0182,reussite,1
2026-05-10,g024,b0186,echec,7
2026-05-10,g024,b0153,echec,15
2026-05-10,g024,b0174,echec,11
2026-05-10,g024,b0125,echec,10
2026-05-10,g024,b0114,echec,16
2026-05-10,g024,b0166,echec,10
2026-05-10,g024,b0136,echec,11
2026-05-10,g024,b0185,echec,6
2026-05-10,g024,b0105,echec,8
2026-05-10,g024,b0192,reussite,1
2026-05-10,g024,b0141,reussite,1
2026-05-10,g024,b0162,echec,11
2026-05-10,g024,b0174,echec,11
2026-05-10,g024,b0124,echec,16
2026-05-10,g024,b0134,echec,17
2026-05-10,g024,b0113,echec,11
2026-05-10,g024,b0104,echec,10
2026-05-10,g024,b0194,echec,17
2026-05-10,g025,b0196,reussite,1
2026-05-10,g025,b0155,reussite,1
2026-05-10,g025,b0109,echec,12
2026-05-10,g025,b0147,echec,13
2026-05-10,g025,b0177,echec,6
2026-05-10,g025,b0085,echec,7
2026-05-10,g025,b0135,echec,13
2026-05-10,g025,b0129,echec,12
2026-05-10,g025,b0115,reussite,1
2026-05-10,g025,b0118,echec,14
2026-05-10,g025,b0114,echec,3
2026-05-10,g028,b0153,reussite,1
2026-05-10,g028,b0142,reussite,1
2026-05-10,g028,b0162,echec,11
2026-05-10,g028,b0194,reussite,8
2026-05-10,g028,b0184,reussite,4
